"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"408",".E. Ilyasova, .S. Rodriguez, .G. Henderson, .R. Covington, .J. Embiid",103,231,85,185,25,65,36,47,21,76,97,58,38,20,22,6,38,48,15
"409",".E. Ilyasova, .S. Rodriguez, .G. Henderson, .R. Covington, .J. Okafor",61,103,41,114,10,40,11,16,10,42,52,27,14,9,3,7,25,14,-31
"410",".E. Kanter, .A. Abrines, .J. Lauvergne, .S. Christon, .J. Grant",80,170,69,136,12,39,20,33,13,39,52,34,26,8,11,7,34,30,-30
"411",".E. Kanter, .T. Hardaway Jr., .N. Vonleh, .E. Mudiay, .K. Knox",166,374,142,328,37,101,53,70,41,114,155,74,44,17,12,20,63,66,-55
"412",".E. Kanter, .T. Hardaway Jr., .N. Vonleh, .E. Mudiay, .M. Hezonja",153,338,128,298,39,102,43,49,43,107,150,73,44,22,6,26,40,51,-23
"413",".E. Okafor, .R. Rondo, .J. Holiday, .E. Moore, .A. Davis",157,381,164,334,26,73,27,32,37,127,164,100,38,30,27,17,49,50,21
"414",".E. Turner, .A. Aminu, .C. McCollum, .S. Napier, .J. Nurkic",165,333,132,307,22,73,47,59,37,114,151,61,42,22,15,16,55,58,-40
"415",".E. Turner, .A. Aminu, .D. Lillard, .A. Crabbe, .M. Plumlee",52,107,37,88,11,26,22,27,11,29,40,22,11,3,4,4,22,24,-21
"416",".E. Turner, .A. Aminu, .D. Lillard, .C. McCollum, .J. Nurkic",795,1848,696,1507,170,467,286,367,188,634,822,377,197,123,100,78,323,314,171
"417",".E. Turner, .A. Aminu, .D. Lillard, .C. McCollum, .M. Plumlee",82,184,64,139,16,50,40,50,17,65,82,29,18,9,11,5,31,48,28
"418",".E. Turner, .A. Aminu, .D. Lillard, .C. McCollum, .Z. Collins",60,138,50,110,16,44,22,27,12,45,57,24,13,7,2,6,20,23,-3
"419",".E. Turner, .A. Aminu, .D. Lillard, .J. Nurkic, .P. Connaughton",52,110,38,100,16,42,18,23,12,39,51,20,10,5,2,5,28,24,10
"420",".E. Turner, .A. Aminu, .D. Lillard, .M. Leonard, .A. Crabbe",61,149,53,112,23,55,20,28,7,45,52,31,14,14,4,4,29,21,26
"421",".E. Turner, .A. Aminu, .D. Lillard, .S. Napier, .J. Nurkic",51,100,39,84,12,34,10,14,9,37,46,22,26,3,10,4,26,19,-6
"422",".E. Turner, .A. Aminu, .E. Davis, .D. Lillard, .C. McCollum",55,131,46,105,9,31,30,34,14,34,48,16,15,14,7,7,28,29,13
"423",".E. Turner, .A. Aminu, .E. Davis, .D. Lillard, .P. Connaughton",53,126,48,105,19,45,11,13,11,44,55,20,13,5,7,6,21,16,14
"424",".E. Turner, .A. Aminu, .M. Leonard, .A. Crabbe, .C. McCollum",76,139,52,118,15,42,20,31,6,62,68,29,29,7,11,7,34,25,-22
"425",".E. Turner, .A. Bradley, .I. Thomas, .J. Sullinger, .J. Crowder",67,182,53,126,14,37,62,78,14,47,61,36,19,18,6,11,41,52,58
"426",".E. Turner, .D. Lillard, .C. McCollum, .M. Plumlee, .N. Vonleh",118,243,100,225,20,62,23,35,32,80,112,56,36,26,2,13,41,39,4
"427",".E. Turner, .D. Lillard, .M. Harkless, .A. Crabbe, .M. Plumlee",78,175,68,129,12,37,27,41,17,56,73,34,24,9,8,6,27,35,-3
"428",".E. Turner, .D. Lillard, .M. Harkless, .C. McCollum, .M. Plumlee",54,141,51,93,9,25,30,36,11,21,32,34,16,7,3,6,28,26,-10
"429",".E. Turner, .D. Lillard, .M. Leonard, .S. Curry, .Z. Collins",65,146,47,109,19,41,33,40,13,52,65,21,23,4,7,12,25,31,10
"430",".E. Turner, .E. Davis, .C. McCollum, .S. Napier, .Z. Collins",128,249,100,222,15,50,34,43,27,87,114,41,34,19,6,15,48,48,-28
"431",".E. Turner, .E. Davis, .D. Lillard, .P. Connaughton, .Z. Collins",84,221,71,146,27,59,52,58,20,72,92,31,17,6,7,6,35,39,44
"432",".E. Turner, .E. Davis, .M. Harkless, .A. Crabbe, .C. McCollum",63,140,50,99,8,28,32,36,9,52,61,29,22,9,7,5,29,27,17
"433",".E. Turner, .M. Harkless, .S. Curry, .N. Stauskas, .Z. Collins",51,118,43,91,14,32,18,21,9,34,43,27,13,7,12,7,22,21,-12
"434",".E. Turner, .M. Leonard, .A. Crabbe, .C. McCollum, .N. Vonleh",58,126,48,107,15,34,15,17,6,47,53,28,15,6,8,5,18,19,-11
"435",".E. Turner, .M. Leonard, .S. Curry, .N. Stauskas, .Z. Collins",196,424,163,345,53,142,45,56,29,153,182,97,48,19,13,17,76,70,9
"436",".E. Turner, .S. Curry, .N. Stauskas, .Z. Collins, .C. Swanigan",50,94,34,94,11,29,15,18,6,43,49,21,16,4,5,9,28,25,-2
"437",".E. Turner, .S. Curry, .R. Hood, .J. Layman, .Z. Collins",53,117,48,90,8,24,13,17,7,37,44,24,15,6,7,4,21,26,16
"438",".G. Dieng, .A. Wiggins, .D. Saric, .T. Jones, .J. Okogie",65,152,58,122,10,28,26,30,13,55,68,32,17,16,3,4,31,26,12
"439",".G. Dieng, .Z. LaVine, .A. Wiggins, .K. Towns, .K. Dunn",159,364,141,295,28,61,54,70,50,83,133,75,48,28,14,24,61,59,-22
"440",".G. Dragic, .H. Whiteside, .D. Waiters, .J. Winslow, .J. Richardson",125,238,93,218,21,68,31,36,23,103,126,45,40,17,11,10,45,43,11
"441",".G. Dragic, .H. Whiteside, .D. Williams, .D. Waiters, .J. Richardson",52,114,43,93,13,30,15,18,15,31,46,23,15,6,4,7,18,24,0
"442",".G. Dragic, .H. Whiteside, .K. Olynyk, .R. McGruder, .J. Richardson",61,150,57,114,20,48,16,24,13,59,72,25,28,8,11,6,22,27,17
"443",".G. Dragic, .H. Whiteside, .K. Olynyk, .T. Johnson, .J. Richardson",75,172,73,146,12,33,14,18,15,45,60,37,20,16,6,13,26,26,1
"444",".G. Dragic, .H. Whiteside, .T. Johnson, .J. Winslow, .J. Richardson",86,202,75,167,20,45,32,38,15,60,75,46,19,17,10,11,33,39,10
"445",".G. Dragic, .J. Johnson, .D. Waiters, .J. Richardson, .B. Adebayo",76,136,56,131,9,40,15,21,11,49,60,19,25,18,10,5,33,26,-18
"446",".G. Dragic, .J. Johnson, .D. Waiters, .K. Olynyk, .J. Richardson",62,120,45,109,12,39,18,25,8,37,45,23,17,8,9,4,27,25,-9
"447",".G. Dragic, .J. Johnson, .H. Whiteside, .D. Waiters, .R. McGruder",54,154,60,97,18,34,16,28,13,34,47,35,16,9,6,3,30,30,29
"448",".G. Dragic, .J. Johnson, .H. Whiteside, .D. Waiters, .T. Johnson",76,171,60,146,18,51,33,41,22,57,79,32,25,13,12,8,32,33,-7
"449",".G. Dragic, .J. Johnson, .H. Whiteside, .R. McGruder, .J. Richardson",76,150,57,127,13,33,23,34,13,56,69,29,25,9,13,5,24,26,-4
"450",".G. Dragic, .J. Johnson, .H. Whiteside, .R. McGruder, .T. Johnson",72,147,53,128,7,33,34,45,15,42,57,26,15,12,9,10,19,37,-12
"451",".G. Dragic, .J. Johnson, .H. Whiteside, .T. Johnson, .J. Richardson",293,666,249,537,58,144,110,139,66,226,292,140,94,56,46,35,121,130,43
"452",".G. Dragic, .J. Johnson, .T. Johnson, .J. Richardson, .B. Adebayo",86,190,78,150,22,49,12,20,12,65,77,48,30,12,7,6,44,28,-2
"453",".G. Dragic, .J. Johnson, .W. Ellington, .H. Whiteside, .T. Johnson",68,135,50,114,14,43,21,35,13,56,69,26,25,11,9,6,32,25,-10
"454",".G. Dragic, .J. Johnson, .W. Ellington, .K. Olynyk, .J. Richardson",74,195,67,128,25,58,36,42,11,51,62,46,16,7,7,3,34,38,46
"455",".G. Dragic, .J. Johnson, .W. Ellington, .K. Olynyk, .T. Johnson",72,174,65,130,22,58,22,29,11,47,58,39,20,14,3,5,34,31,13
"456",".G. Dragic, .J. Johnson, .W. Ellington, .W. Reed, .T. Johnson",106,222,83,181,20,59,36,53,17,80,97,45,35,16,19,9,45,43,5
"457",".G. Dragic, .L. Babbitt, .H. Whiteside, .D. Waiters, .J. Winslow",87,183,72,154,23,44,16,29,18,63,81,47,25,11,11,8,28,28,11
"458",".G. Dragic, .L. Babbitt, .H. Whiteside, .D. Waiters, .R. McGruder",247,543,208,428,62,132,65,90,36,178,214,114,80,29,33,31,99,77,5
"459",".G. Dragic, .L. Babbitt, .H. Whiteside, .R. McGruder, .J. Richardson",100,233,95,197,23,60,20,32,33,70,103,45,19,11,15,9,43,26,20
"460",".G. Green, .P. Tucker, .E. Gordon, .J. Harden, .C. Capela",66,148,50,115,31,72,17,20,15,39,54,28,14,6,7,6,33,17,-21
"461",".G. Green, .P. Tucker, .J. Harden, .A. Rivers, .C. Capela",98,224,69,164,33,96,53,66,27,75,102,41,31,9,15,4,46,46,19
"462",".G. Hayward, .J. Withey, .R. Neto, .R. Hood, .T. Lyles",89,181,67,137,16,40,31,35,17,49,66,40,31,11,9,3,26,28,-16
"463",".G. Hayward, .K. Irving, .T. Rozier, .J. Brown, .D. Theis",56,133,49,112,14,39,21,25,14,47,61,32,7,8,6,7,23,26,15
"464",".G. Hayward, .M. Morris, .T. Rozier, .J. Brown, .D. Theis",78,190,68,149,23,53,31,36,18,57,75,37,27,13,8,10,39,39,14
"465",".G. Hayward, .R. Gobert, .R. Neto, .R. Hood, .T. Lyles",109,218,84,174,28,61,22,31,17,71,88,45,22,14,15,4,33,38,13
"466",".G. Hayward, .S. Mack, .R. Gobert, .J. Ingles, .T. Lyles",56,108,39,97,11,39,19,22,11,38,49,25,18,9,5,4,18,24,9
"467",".G. Hayward, .S. Mack, .R. Gobert, .R. Hood, .T. Lyles",78,150,55,131,16,40,24,33,22,54,76,29,24,13,8,7,19,27,23
"468",".G. Hayward, .T. Booker, .R. Gobert, .R. Neto, .R. Hood",70,136,50,105,13,36,23,28,17,42,59,22,29,12,8,7,31,25,-8
"469",".G. Hayward, .T. Rozier, .J. Brown, .J. Tatum, .D. Theis",87,205,78,167,22,58,27,35,22,54,76,55,18,22,7,10,35,34,37
"470",".G. Henderson, .A. Aminu, .D. Lillard, .C. McCollum, .M. Plumlee",73,159,51,119,14,45,43,59,14,49,63,32,19,14,10,4,33,41,1
"471",".G. Henderson, .A. Aminu, .E. Davis, .A. Crabbe, .C. McCollum",55,129,47,105,8,23,27,33,23,36,59,17,18,8,8,8,17,23,2
"472",".G. Henderson, .E. Davis, .D. Lillard, .M. Harkless, .A. Crabbe",89,200,70,154,17,49,43,64,25,56,81,31,27,15,9,7,33,44,-9
"473",".G. Henderson, .E. Davis, .D. Lillard, .M. Leonard, .A. Crabbe",129,295,109,239,32,86,45,55,28,103,131,63,33,11,10,10,57,52,39
"474",".G. Henderson, .E. Davis, .M. Harkless, .A. Crabbe, .C. McCollum",132,264,103,240,19,67,39,50,36,85,121,56,36,24,12,13,59,48,-3
"475",".G. Henderson, .E. Davis, .M. Leonard, .A. Crabbe, .C. McCollum",194,412,158,331,39,108,57,76,28,144,172,93,51,26,16,19,88,73,3
"476",".G. Henderson, .R. Covington, .D. Saric, .T. McConnell, .J. Okafor",65,134,50,121,12,42,22,33,14,33,47,30,15,12,2,10,23,25,-28
"477",".G. Henderson, .R. Covington, .D. Saric, .T. McConnell, .R. Holmes",56,124,41,97,13,35,29,33,16,39,55,28,21,10,8,11,33,23,-16
"478",".G. Hill, .D. Favors, .G. Hayward, .R. Gobert, .J. Ingles",149,323,122,249,29,78,50,61,37,119,156,70,45,20,14,11,49,58,59
"479",".G. Hill, .D. Favors, .G. Hayward, .R. Gobert, .R. Hood",152,293,111,240,25,62,46,62,24,108,132,74,51,20,16,12,41,64,-5
"480",".G. Hill, .T. Thompson, .R. Hood, .S. Dekker, .C. Osman",71,150,58,128,13,34,21,24,19,36,55,29,20,17,3,11,28,23,-16
"481",".G. Monroe, .K. Middleton, .G. Antetokounmpo, .J. Parker, .R. Vaughn",61,156,63,112,6,19,24,36,17,31,48,36,21,20,9,8,20,30,14
"482",".G. Monroe, .K. Middleton, .G. Antetokounmpo, .T. Ennis, .J. Parker",56,105,43,91,1,10,18,25,10,31,41,19,20,11,2,6,26,22,-3
"483",".G. Monroe, .K. Middleton, .M. Carter-Williams, .G. Antetokounmpo, .J. O'Bryant III",56,124,44,92,3,12,33,40,10,36,46,28,13,11,4,5,29,27,16
"484",".G. Monroe, .K. Middleton, .M. Carter-Williams, .G. Antetokounmpo, .J. Parker",539,1134,456,933,36,101,186,251,124,341,465,260,154,100,56,71,195,199,-69
"485",".G. Monroe, .K. Middleton, .T. Snell, .G. Antetokounmpo, .M. Brogdon",86,195,75,154,13,35,32,41,16,55,71,41,24,20,4,10,32,34,15
"486",".G. Monroe, .K. Middleton, .T. Snell, .G. Antetokounmpo, .M. Dellavedova",74,166,60,122,15,38,31,35,13,35,48,35,20,19,6,5,36,29,-16
"487",".G. Monroe, .T. Snell, .G. Antetokounmpo, .J. Parker, .M. Brogdon",64,142,50,102,7,20,35,46,12,42,54,26,18,15,4,9,25,29,8
"488",".G. Monroe, .T. Snell, .G. Antetokounmpo, .M. Dellavedova, .J. Parker",60,130,49,94,7,17,25,34,6,39,45,31,25,11,7,6,37,28,-15
"489",".G. Monroe, .T. Warren, .D. Booker, .M. Chriss, .T. Ulis",71,145,58,125,10,30,19,27,15,49,64,39,37,15,5,10,34,21,-33
"490",".H. Barnes, .B. Bogdanovic, .W. Cauley-Stein, .B. Hield, .D. Fox",189,446,162,358,37,110,85,109,22,140,162,89,35,31,18,21,83,79,-12
"491",".H. Barnes, .W. Cauley-Stein, .B. Hield, .D. Fox, .M. Bagley III",88,215,78,179,25,50,34,50,19,72,91,47,22,16,9,11,37,35,7
"492",".H. Thompson, .I. Canaan, .J. Grant, .T. McConnell, .R. Holmes",51,121,47,90,13,29,14,23,12,31,43,29,16,8,8,6,24,24,14
"493",".H. Whiteside, .D. Waiters, .K. Olynyk, .J. Winslow, .J. Richardson",75,167,69,143,17,45,12,21,16,66,82,44,26,16,11,10,29,25,32
"494",".I. Clark, .E. Payton, .J. Randle, .J. Okafor, .K. Williams",58,135,52,108,15,43,16,18,8,48,56,33,18,9,7,8,16,20,-5
"495",".I. Mahinmi, .B. Beal, .M. Scott, .T. Frazier, .K. Oubre Jr.",53,110,45,98,9,30,11,19,10,35,45,28,15,12,7,11,23,21,13
"496",".I. Mahinmi, .B. Beal, .T. Satoransky, .M. Scott, .K. Oubre Jr.",75,179,63,127,21,43,32,41,19,51,70,38,29,13,6,8,32,37,25
"497",".I. Mahinmi, .C. Miles, .M. Ellis, .G. Hill, .P. George",334,723,263,577,72,208,125,161,44,198,242,136,116,81,28,34,146,140,-43
"498",".I. Mahinmi, .J. Meeks, .M. Scott, .T. Frazier, .K. Oubre Jr.",165,354,127,296,24,91,76,88,47,106,153,90,48,24,9,21,104,80,-23
"499",".I. Mahinmi, .J. Meeks, .T. Satoransky, .M. Scott, .K. Oubre Jr.",159,310,111,253,31,80,57,76,31,101,132,74,52,19,9,11,87,79,-30
"500",".I. Mahinmi, .J. Smith, .B. Jennings, .B. Bogdanovic, .K. Oubre Jr.",86,201,72,158,20,56,37,49,22,74,96,43,32,15,9,9,44,44,48
"501",".I. Mahinmi, .J. Wall, .M. Morris, .B. Beal, .O. Porter Jr.",60,143,50,121,14,52,29,40,14,40,54,21,12,16,8,7,29,31,5
"502",".I. Mahinmi, .M. Ellis, .G. Hill, .P. George, .L. Allen",334,681,257,562,49,139,118,159,83,253,336,141,121,67,27,36,121,135,39
"503",".I. Mahinmi, .M. Ellis, .G. Hill, .P. George, .M. Turner",452,942,352,791,69,200,169,207,70,343,413,203,126,90,48,49,163,179,33
"504",".I. Mahinmi, .M. Ellis, .G. Hill, .P. George, .S. Hill",105,256,93,192,22,65,48,58,27,85,112,57,24,30,7,10,47,51,39
"505",".I. Mahinmi, .R. Sessions, .J. Meeks, .M. Scott, .K. Oubre Jr.",58,113,43,103,7,20,20,28,20,43,63,31,22,6,5,10,27,30,-27
"506",".I. Shumpert, .W. Cauley-Stein, .B. Hield, .D. Fox, .M. Bagley III",97,258,97,192,28,56,36,54,33,62,95,64,16,16,11,10,50,47,49
"507",".I. Smith, .A. Drummond, .L. Galloway, .T. Maker, .L. Kennard",73,165,59,146,20,59,27,35,19,43,62,37,10,8,6,8,26,26,-3
"508",".I. Smith, .H. Thompson, .N. Noel, .I. Canaan, .J. Grant",87,180,60,140,18,48,42,62,12,59,71,36,25,20,11,6,37,44,-23
"509",".I. Smith, .H. Thompson, .N. Noel, .R. Covington, .J. Grant",51,132,50,93,17,32,15,23,12,40,52,34,15,9,8,2,26,18,34
"510",".I. Smith, .M. Morris, .J. Leuer, .A. Baynes, .K. Caldwell-Pope",59,135,56,120,13,35,10,16,13,56,69,30,8,6,3,6,19,20,19
"511",".I. Smith, .M. Morris, .J. Leuer, .A. Drummond, .K. Caldwell-Pope",190,347,145,359,27,91,30,54,53,142,195,83,42,21,20,16,63,59,-27
"512",".I. Smith, .M. Morris, .T. Harris, .A. Baynes, .K. Caldwell-Pope",100,220,78,188,20,54,44,50,18,89,107,37,24,13,10,8,45,45,32
"513",".I. Smith, .M. Morris, .T. Harris, .A. Baynes, .S. Johnson",65,141,55,124,8,29,23,31,18,51,69,28,16,9,4,5,22,28,14
"514",".I. Smith, .M. Morris, .T. Harris, .A. Drummond, .K. Caldwell-Pope",492,1050,425,896,75,201,125,187,104,314,418,229,113,77,40,35,164,155,-80
"515",".I. Smith, .N. Noel, .I. Canaan, .R. Covington, .J. Grant",50,110,36,79,13,31,25,33,7,40,47,25,15,9,3,3,27,25,-1
"516",".I. Smith, .N. Noel, .R. Covington, .N. Stauskas, .J. Grant",105,233,83,180,22,64,45,59,13,63,76,56,32,30,16,14,39,46,8
"517",".I. Smith, .N. Noel, .R. Covington, .N. Stauskas, .J. Okafor",106,212,85,181,8,36,34,40,14,79,93,45,44,23,12,11,43,35,-37
"518",".I. Smith, .T. Harris, .A. Baynes, .K. Caldwell-Pope, .S. Johnson",53,133,54,102,9,28,16,20,10,35,45,27,9,11,4,4,21,19,34
"519",".I. Smith, .T. Harris, .A. Drummond, .K. Caldwell-Pope, .S. Johnson",80,174,64,154,12,43,34,50,25,53,78,34,17,19,4,9,26,37,2
"520",".I. Smith, .T. Harris, .J. Leuer, .A. Baynes, .K. Caldwell-Pope",58,140,52,100,11,28,25,32,5,50,55,24,16,9,5,4,29,32,15
"521",".I. Smith, .T. Harris, .J. Leuer, .A. Baynes, .S. Johnson",54,112,47,92,4,11,14,16,12,39,51,24,22,11,6,4,20,21,3
"522",".I. Smith, .T. Harris, .J. Leuer, .A. Drummond, .K. Caldwell-Pope",110,239,95,200,14,42,35,54,28,77,105,52,29,16,9,14,43,35,-2
"523",".J. Barea, .W. Matthews, .H. Barnes, .D. Powell, .D. Smith Jr.",50,95,34,84,12,34,15,22,9,24,33,20,16,8,1,5,17,22,-15
"524",".J. Bayless, .G. Monroe, .K. Middleton, .G. Antetokounmpo, .J. Parker",289,629,244,489,34,81,107,141,43,171,214,156,60,56,28,33,112,101,-9
"525",".J. Bayless, .G. Monroe, .K. Middleton, .M. Carter-Williams, .G. Antetokounmpo",89,209,72,144,16,42,49,70,16,58,74,42,28,14,14,8,49,47,11
"526",".J. Bayless, .M. Plumlee, .K. Middleton, .G. Antetokounmpo, .J. Parker",64,142,53,102,8,22,28,39,10,47,57,32,21,12,4,5,23,29,11
"527",".J. Bayless, .T. Gibson, .A. Wiggins, .K. Towns, .J. Okogie",87,183,73,158,11,37,26,29,21,52,73,38,24,12,9,11,40,32,-33
"528",".J. Butler, .M. Muscala, .J. Embiid, .B. Simmons, .L. Shamet",59,119,39,96,6,33,35,45,11,37,48,22,17,6,9,4,25,34,-19
"529",".J. Butler, .M. Muscala, .T. McConnell, .B. Simmons, .L. Shamet",83,210,78,159,22,50,32,40,19,59,78,54,26,15,3,4,32,34,26
"530",".J. Calderon, .A. Afflalo, .R. Lopez, .L. Thomas, .K. Porzingis",70,130,55,111,9,21,11,15,10,48,58,27,22,7,10,2,22,19,-26
"531",".J. Clarkson, .J. Randle, .D. Russell, .B. Ingram, .I. Zubac",83,204,76,151,21,51,31,38,12,52,64,48,23,8,9,10,35,30,-21
"532",".J. Clarkson, .J. Randle, .D. Russell, .L. Nance Jr., .B. Ingram",108,211,86,198,15,60,24,39,30,58,88,45,33,19,9,13,53,33,-60
"533",".J. Crawford, .C. Paul, .D. Jordan, .B. Griffin, .A. Rivers",93,221,77,155,22,54,45,66,18,63,81,38,27,10,8,1,38,46,17
"534",".J. Crawford, .C. Paul, .D. Jordan, .L. Mbah a Moute, .B. Griffin",63,155,59,97,12,23,25,33,11,51,62,36,20,8,8,0,22,29,42
"535",".J. Crawford, .C. Paul, .D. Jordan, .W. Johnson, .A. Rivers",62,143,48,107,15,35,32,45,12,38,50,24,10,13,3,2,20,38,12
"536",".J. Crawford, .C. Paul, .J. Redick, .D. Jordan, .B. Griffin",247,661,207,400,62,140,185,264,43,171,214,134,67,32,19,4,128,187,118
"537",".J. Crawford, .C. Paul, .J. Redick, .D. Jordan, .L. Mbah a Moute",54,132,46,75,14,28,26,40,5,27,32,23,10,7,1,2,19,31,12
"538",".J. Crawford, .C. Paul, .J. Redick, .D. Jordan, .W. Johnson",130,330,114,240,27,86,75,105,40,84,124,69,33,33,21,6,47,78,73
"539",".J. Crawford, .C. Paul, .M. Speights, .B. Griffin, .A. Rivers",51,110,41,93,12,36,16,20,14,25,39,21,10,6,1,5,22,19,-7
"540",".J. Crawford, .J. Butler, .G. Dieng, .T. Jones, .K. Towns",77,177,66,127,18,45,27,32,15,52,67,39,23,11,1,8,31,39,1
"541",".J. Crawford, .J. Green, .W. Johnson, .C. Aldrich, .A. Rivers",56,117,44,92,8,25,21,28,11,30,41,24,18,16,9,3,22,20,2
"542",".J. Crawford, .J. Redick, .D. Jordan, .B. Griffin, .A. Rivers",55,144,45,98,15,29,39,58,12,43,55,26,12,6,7,5,16,42,24
"543",".J. Crawford, .J. Teague, .T. Gibson, .A. Wiggins, .K. Towns",106,253,91,179,19,47,52,63,22,76,98,51,32,6,16,12,42,48,3
"544",".J. Crawford, .J. Teague, .T. Gibson, .G. Dieng, .A. Wiggins",72,144,55,139,7,27,27,38,15,32,47,24,16,12,10,12,32,30,-64
"545",".J. Crawford, .J. Teague, .T. Gibson, .J. Butler, .K. Towns",53,137,41,82,15,32,40,43,5,32,37,27,12,5,3,1,23,30,25
"546",".J. Crawford, .N. Bjelica, .G. Dieng, .A. Wiggins, .T. Jones",125,274,97,225,25,69,55,72,27,84,111,49,32,20,8,10,48,45,-17
"547",".J. Crawford, .N. Bjelica, .G. Dieng, .S. Muhammad, .T. Jones",79,169,60,128,15,46,34,41,8,46,54,37,25,15,4,12,40,39,-19
"548",".J. Crawford, .N. Bjelica, .G. Dieng, .T. Jones, .K. Towns",75,165,64,126,19,52,18,21,11,59,70,43,21,6,6,4,27,34,17
"549",".J. Crawford, .N. Bjelica, .J. Butler, .T. Jones, .K. Towns",51,126,43,83,11,31,29,32,9,39,48,26,13,7,6,5,21,28,24
"550",".J. Crawford, .R. Felton, .A. Anderson, .M. Speights, .W. Johnson",54,103,39,89,9,35,16,21,3,39,42,21,11,12,3,1,27,23,4
"551",".J. Crawford, .R. Felton, .B. Bass, .M. Speights, .A. Rivers",134,291,101,222,32,76,57,73,23,81,104,52,45,21,9,16,58,54,-17
"552",".J. Crawford, .R. Felton, .M. Speights, .B. Griffin, .A. Rivers",100,216,82,175,22,63,30,37,10,67,77,47,27,13,14,6,45,41,-6
"553",".J. Crawford, .R. Felton, .M. Speights, .W. Johnson, .A. Rivers",252,502,179,439,51,178,93,116,39,169,208,81,63,45,25,19,124,105,5
"554",".J. Crawford, .T. Gibson, .G. Dieng, .A. Wiggins, .T. Jones",116,260,101,216,17,55,41,53,24,63,87,51,28,19,11,10,41,47,-19
"555",".J. Crawford, .W. Johnson, .C. Aldrich, .A. Rivers, .P. Prigioni",187,336,128,313,29,110,51,61,29,97,126,74,61,47,18,11,93,55,-78
"556",".J. Crowder, .R. Gobert, .J. Ingles, .R. O'Neale, .D. Mitchell",103,260,89,192,36,97,46,67,21,91,112,55,23,18,21,9,41,52,38
"557",".J. Dudley, .A. Crabbe, .J. Harris, .D. Russell, .J. Allen",52,122,43,96,18,43,18,26,14,41,55,30,14,6,4,4,20,23,17
"558",".J. Dudley, .D. Carroll, .E. Davis, .S. Dinwiddie, .D. Russell",73,156,57,131,16,54,26,35,16,55,71,30,18,10,3,5,27,31,4
"559",".J. Dudley, .D. Carroll, .E. Davis, .S. Napier, .D. Russell",51,103,38,94,10,32,17,20,20,41,61,16,14,6,7,4,19,18,8
"560",".J. Dudley, .J. Harris, .D. Russell, .C. LeVert, .J. Allen",189,414,160,335,50,131,44,70,34,125,159,112,59,30,21,15,78,81,-3
"561",".J. Green, .C. Watson, .B. Biyombo, .N. Vucevic, .E. Payton",59,113,45,106,6,25,17,24,12,49,61,26,14,12,7,8,24,28,9
"562",".J. Green, .C. Watson, .D. Augustin, .B. Biyombo, .M. Hezonja",115,220,75,196,20,69,50,62,23,86,109,42,36,13,11,11,49,48,-22
"563",".J. Green, .J. Meeks, .B. Biyombo, .N. Vucevic, .E. Payton",63,138,55,111,11,21,17,28,15,44,59,26,15,10,5,7,19,30,-6
"564",".J. Green, .S. Ibaka, .N. Vucevic, .E. Fournier, .E. Payton",181,352,135,322,27,83,55,72,38,148,186,78,58,26,33,25,55,61,7
"565",".J. Harris, .D. Russell, .R. Hollis-Jefferson, .J. Allen, .R. Kurucs",100,254,101,202,25,60,27,36,21,73,94,65,32,17,11,18,35,31,2
"566",".J. Harris, .D. Russell, .T. Graham, .C. LeVert, .J. Allen",82,190,72,161,28,74,18,25,13,55,68,49,15,8,10,10,28,30,-21
"567",".J. Harris, .D. Russell, .T. Graham, .J. Allen, .R. Kurucs",150,365,147,304,40,108,31,39,26,111,137,90,47,17,5,22,56,47,-24
"568",".J. Henson, .K. Middleton, .M. Carter-Williams, .G. Antetokounmpo, .J. Parker",61,141,52,100,3,13,34,39,15,46,61,24,23,12,13,7,21,24,36
"569",".J. Henson, .K. Middleton, .T. Snell, .G. Antetokounmpo, .M. Brogdon",123,288,110,199,24,54,44,64,19,83,102,62,38,15,17,7,61,53,18
"570",".J. Henson, .T. Snell, .G. Antetokounmpo, .J. Parker, .M. Brogdon",184,386,149,314,30,78,58,79,36,115,151,92,46,26,31,18,66,71,-3
"571",".J. Henson, .T. Snell, .G. Antetokounmpo, .M. Dellavedova, .J. Parker",390,839,322,693,64,202,131,184,81,268,349,194,104,57,56,34,162,149,-25
"572",".J. Holiday, .A. Davis, .E. Payton, .J. Randle, .K. Williams",77,190,74,162,10,36,32,44,29,57,86,47,28,18,12,13,28,39,1
"573",".J. Holiday, .A. Davis, .S. Hill, .J. Randle, .T. Frazier",103,255,99,195,16,49,41,52,26,77,103,66,33,20,14,10,36,47,18
"574",".J. Holiday, .A. Davis, .T. Jones, .S. Hill, .B. Hield",122,276,110,227,27,67,29,39,18,100,118,63,29,14,14,15,37,42,21
"575",".J. Holiday, .B. Caboclo, .D. Wright, .I. Rabb, .T. Dorsey",52,134,46,94,19,44,23,26,13,41,54,32,21,7,3,4,15,24,-2
"576",".J. Holiday, .C. Payne, .C. Felicio, .D. Nwaba, .L. Markkanen",67,152,59,131,24,52,10,15,16,56,72,37,22,13,3,13,23,11,2
"577",".J. Holiday, .D. Cousins, .A. Davis, .H. Thompson, .S. Hill",81,160,59,157,17,48,25,36,22,70,92,37,18,13,7,4,28,33,14
