"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"807",".R. Lopez, .O. Porter Jr., .Z. LaVine, .K. Dunn, .L. Markkanen",204,484,185,386,43,112,71,87,44,144,188,98,56,27,20,26,72,78,-23
"808",".R. Lopez, .O. Porter Jr., .Z. LaVine, .R. Arcidiacono, .L. Markkanen",53,143,52,83,11,21,28,32,8,45,53,34,21,5,7,1,15,21,57
"809",".R. Lopez, .Z. LaVine, .K. Dunn, .S. Harrison, .L. Markkanen",52,144,57,97,11,25,19,19,9,43,52,30,15,8,5,2,26,19,22
"810",".R. Lopez, .Z. LaVine, .K. Dunn, .W. Selden, .L. Markkanen",91,190,72,170,13,46,33,42,18,85,103,30,23,4,13,4,36,36,-1
"811",".R. Rondo, .J. Holiday, .D. Cousins, .E. Moore, .A. Davis",408,938,373,757,77,219,115,139,73,281,354,251,139,67,51,44,124,171,-1
"812",".R. Rondo, .J. Holiday, .D. Cousins, .E. Moore, .D. Miller",53,132,49,85,17,35,17,27,8,33,41,28,20,3,4,6,27,22,-25
"813",".R. Rondo, .J. Holiday, .D. Cunningham, .D. Cousins, .E. Moore",86,196,75,162,23,63,23,32,16,66,82,45,27,8,13,8,32,32,-24
"814",".R. Rondo, .J. Holiday, .D. Cunningham, .E. Moore, .A. Davis",94,199,80,178,21,50,18,24,13,74,87,61,29,18,13,9,33,33,-1
"815",".R. Rondo, .J. Holiday, .N. Mirotic, .E. Moore, .A. Davis",204,517,199,395,52,117,67,93,42,155,197,120,59,41,36,15,80,89,87
"816",".R. Rondo, .R. Lopez, .N. Mirotic, .J. Butler, .D. Valentine",98,219,81,175,26,68,31,39,18,64,82,61,20,9,4,4,38,37,-1
"817",".R. Rondo, .R. Lopez, .N. Mirotic, .J. Butler, .P. Zipser",136,335,128,247,29,63,50,64,38,97,135,82,38,22,14,10,36,51,64
"818",".R. Rondo, .R. Lopez, .T. Gibson, .J. Butler, .D. McDermott",93,177,70,169,7,31,30,38,31,70,101,45,32,13,11,12,31,24,-25
"819",".R. Rubio, .D. Favors, .J. Crowder, .J. Ingles, .D. Mitchell",56,149,52,114,18,49,27,34,21,33,54,33,14,13,6,7,32,31,28
"820",".R. Rubio, .D. Favors, .R. Gobert, .J. Ingles, .D. Mitchell",957,2128,827,1722,203,564,271,382,201,724,925,525,308,174,101,110,340,374,169
"821",".R. Rubio, .D. Favors, .R. Gobert, .R. Hood, .J. Ingles",118,244,94,216,24,68,32,36,25,84,109,58,39,20,12,20,45,43,-16
"822",".R. Rubio, .G. Dieng, .A. Wiggins, .K. Towns, .K. Dunn",56,125,43,101,10,21,29,34,14,31,45,30,14,13,8,9,21,21,0
"823",".R. Rubio, .G. Dieng, .S. Muhammad, .A. Wiggins, .K. Towns",156,390,147,292,25,67,71,94,44,98,142,91,42,31,4,19,51,78,50
"824",".R. Rubio, .G. Dieng, .Z. LaVine, .A. Wiggins, .K. Towns",881,1899,722,1524,133,375,322,412,198,582,780,460,261,132,84,92,318,366,-36
"825",".R. Rubio, .J. Crowder, .R. Gobert, .J. Ingles, .D. Mitchell",672,1685,578,1195,187,496,342,444,126,492,618,361,185,124,81,62,312,363,247
"826",".R. Rubio, .J. Crowder, .R. Gobert, .R. O'Neale, .D. Mitchell",125,301,108,223,29,85,56,70,22,94,116,65,35,12,10,9,59,62,1
"827",".R. Rubio, .J. Jerebko, .D. Favors, .J. Ingles, .D. Mitchell",173,359,140,304,42,116,37,44,33,109,142,90,56,40,8,13,80,63,-5
"828",".R. Rubio, .J. Jerebko, .R. Gobert, .J. Ingles, .D. Mitchell",98,213,77,158,23,53,36,47,14,81,95,53,45,27,12,6,51,48,26
"829",".R. Rubio, .N. Bjelica, .S. Muhammad, .A. Wiggins, .K. Towns",55,124,47,99,9,25,21,24,10,30,40,33,13,8,8,4,29,22,-15
"830",".R. Rubio, .N. Bjelica, .Z. LaVine, .A. Wiggins, .K. Towns",62,144,47,101,12,35,38,45,15,37,52,31,19,4,8,7,34,41,-1
"831",".R. Westbrook, .A. Morrow, .A. Roberson, .S. Adams, .D. Sabonis",120,246,87,211,14,61,58,74,35,82,117,53,40,14,12,7,40,61,-13
"832",".R. Westbrook, .A. Roberson, .S. Adams, .A. Abrines, .D. Sabonis",104,249,92,205,30,62,35,48,30,73,103,53,31,20,10,11,47,43,14
"833",".R. Westbrook, .A. Roberson, .S. Adams, .V. Oladipo, .D. Sabonis",632,1319,528,1123,90,298,173,252,133,474,607,282,201,109,64,63,240,228,44
"834",".R. Westbrook, .A. Roberson, .S. Adams, .V. Oladipo, .J. Grant",129,323,104,221,37,95,78,106,32,100,132,45,38,26,20,13,69,67,10
"835",".R. Westbrook, .D. Schroder, .S. Adams, .J. Grant, .T. Ferguson",186,457,174,380,47,130,62,97,57,140,197,103,54,31,15,21,75,87,16
"836",".R. Westbrook, .E. Kanter, .A. Roberson, .S. Adams, .A. Abrines",74,219,76,143,19,45,48,60,27,62,89,39,24,13,11,6,27,40,60
"837",".R. Westbrook, .E. Kanter, .A. Roberson, .S. Adams, .V. Oladipo",91,208,72,167,13,43,51,59,30,70,100,32,33,11,9,12,46,37,16
"838",".R. Westbrook, .P. George, .D. Schroder, .S. Adams, .J. Grant",434,1144,404,857,110,312,226,316,140,325,465,220,132,81,46,38,195,237,85
"839",".R. Westbrook, .P. George, .D. Schroder, .S. Adams, .T. Ferguson",60,178,60,116,17,43,41,54,14,38,52,33,11,14,5,5,34,37,13
"840",".R. Westbrook, .P. George, .P. Patterson, .S. Adams, .T. Ferguson",52,118,43,103,15,47,17,25,14,40,54,22,19,12,6,8,20,27,-24
"841",".R. Westbrook, .P. George, .S. Adams, .A. Abrines, .J. Grant",88,215,80,174,22,75,33,46,21,66,87,49,21,21,8,2,39,40,18
"842",".R. Westbrook, .P. George, .S. Adams, .J. Grant, .T. Ferguson",919,2249,867,1811,227,567,288,407,235,709,944,505,271,179,78,96,413,388,160
"843",".R. Westbrook, .T. Gibson, .A. Roberson, .S. Adams, .V. Oladipo",208,467,193,392,28,90,53,84,67,150,217,118,66,51,25,24,71,77,48
"844",".S. Dinwiddie, .J. Harris, .D. Russell, .J. Allen, .R. Kurucs",55,114,39,102,11,34,25,31,12,42,54,25,19,5,6,8,27,27,-32
"845",".S. Hawes, .M. Belinelli, .R. Sessions, .M. Kidd-Gilchrist, .F. Kaminsky",79,170,70,141,13,43,17,33,11,57,68,55,21,14,7,8,29,33,-8
"846",".S. Hawes, .M. Belinelli, .R. Sessions, .N. Batum, .F. Kaminsky",61,144,52,104,15,35,25,28,3,47,50,42,15,7,4,5,18,26,2
"847",".S. Ibaka, .B. Biyombo, .E. Fournier, .E. Payton, .A. Gordon",85,173,65,148,14,36,29,48,20,58,78,32,19,13,12,11,28,39,2
"848",".S. Ibaka, .D. DeRozan, .D. Carroll, .J. Valanciunas, .C. Joseph",233,487,194,412,37,103,62,77,57,173,230,99,68,33,33,19,85,77,6
"849",".S. Ibaka, .D. DeRozan, .J. Valanciunas, .D. Wright, .O. Anunoby",60,135,52,109,5,22,26,32,13,44,57,27,11,5,5,8,23,26,4
"850",".S. Ibaka, .D. Green, .K. Leonard, .P. Siakam, .F. VanVleet",187,476,167,327,47,112,95,116,35,144,179,92,43,15,22,12,69,81,61
"851",".S. Ibaka, .J. Meeks, .N. Vucevic, .E. Payton, .A. Gordon",83,210,82,152,21,52,25,31,11,57,68,55,24,16,6,7,33,26,9
"852",".S. Ibaka, .N. Vucevic, .E. Fournier, .E. Payton, .A. Gordon",296,638,260,545,40,127,78,104,70,195,265,151,80,44,24,30,116,94,-6
"853",".S. Livingston, .A. Iguodala, .D. Cousins, .K. Thompson, .D. Green",67,149,61,115,15,40,12,18,12,47,59,45,24,16,15,10,32,31,16
"854",".S. Livingston, .A. Iguodala, .K. Thompson, .D. Green, .J. McAdoo",57,107,37,91,9,29,24,31,9,37,46,29,15,11,10,4,21,28,0
"855",".S. Livingston, .A. Iguodala, .S. Curry, .J. Jerebko, .D. Green",54,128,47,104,17,50,17,21,12,43,55,34,13,7,7,0,21,25,4
"856",".S. Rodriguez, .G. Henderson, .R. Covington, .D. Saric, .J. Okafor",55,101,43,95,8,26,7,15,7,24,31,21,20,9,2,9,17,17,-42
"857",".S. Rodriguez, .G. Henderson, .R. Covington, .J. Embiid, .D. Saric",83,167,58,144,15,45,36,42,17,71,88,36,35,18,10,10,31,40,26
"858",".S. Rodriguez, .G. Henderson, .R. Covington, .J. Embiid, .J. Okafor",58,101,37,95,11,43,16,22,10,31,41,27,19,5,6,4,20,25,-35
"859",".T. Allen, .M. Conley, .M. Gasol, .C. Parsons, .J. Green",282,558,218,470,47,140,75,87,44,181,225,135,79,57,16,24,119,87,-31
"860",".T. Allen, .M. Conley, .M. Gasol, .J. Green, .J. Ennis III",154,291,105,258,28,73,53,65,43,95,138,64,47,28,14,21,68,58,-16
"861",".T. Allen, .M. Gasol, .J. Green, .A. Harrison, .T. Williams",110,209,79,190,15,49,36,51,20,82,102,44,30,20,12,12,55,41,-18
"862",".T. Allen, .M. Gasol, .J. Green, .T. Daniels, .A. Harrison",55,121,39,95,12,33,31,39,17,44,61,25,17,11,6,6,22,28,33
"863",".T. Ariza, .B. Beal, .T. Satoransky, .O. Porter Jr., .T. Bryant",75,167,64,149,17,50,22,33,17,47,64,41,12,13,8,6,34,31,-13
"864",".T. Ariza, .C. Paul, .E. Gordon, .R. Anderson, .C. Capela",103,236,94,203,34,92,14,26,24,75,99,60,28,15,14,13,28,27,11
"865",".T. Ariza, .C. Paul, .P. Tucker, .J. Harden, .C. Capela",267,579,204,465,74,209,97,134,68,171,239,121,84,53,26,27,99,115,17
"866",".T. Ariza, .C. Paul, .R. Anderson, .J. Harden, .C. Capela",187,471,175,339,76,162,45,67,28,127,155,110,54,37,18,19,66,73,38
"867",".T. Ariza, .E. Gordon, .J. Harden, .M. Harrell, .S. Dekker",70,176,59,122,17,55,41,45,10,50,60,38,16,6,7,9,22,31,4
"868",".T. Ariza, .E. Gordon, .J. Harden, .P. Beverley, .C. Capela",104,271,95,191,30,85,51,63,27,66,93,55,21,16,7,10,39,50,28
"869",".T. Ariza, .E. Gordon, .L. Mbah a Moute, .J. Harden, .C. Capela",56,129,46,107,19,53,18,26,17,48,65,29,15,7,11,9,25,21,6
"870",".T. Ariza, .E. Gordon, .R. Anderson, .J. Harden, .C. Capela",491,1152,410,876,149,421,183,233,107,361,468,260,139,72,43,47,159,196,126
"871",".T. Ariza, .E. Gordon, .R. Anderson, .J. Harden, .M. Harrell",175,495,160,316,62,154,113,132,40,130,170,94,56,27,22,15,71,87,95
"872",".T. Ariza, .I. Canaan, .T. Warren, .D. Booker, .D. Ayton",100,210,78,177,23,68,31,41,18,54,72,50,32,9,10,13,40,36,-53
"873",".T. Ariza, .J. Green, .B. Beal, .T. Satoransky, .B. Portis",248,570,204,447,56,168,106,134,54,182,236,132,78,36,18,15,105,110,-17
"874",".T. Ariza, .J. Green, .B. Beal, .T. Satoransky, .O. Porter Jr.",101,253,89,180,34,89,41,52,10,60,70,65,24,23,12,5,49,43,-10
"875",".T. Ariza, .J. Green, .B. Beal, .T. Satoransky, .T. Bryant",357,865,322,673,102,265,119,143,74,234,308,217,95,54,22,26,116,135,1
"876",".T. Ariza, .J. Green, .J. Wall, .B. Beal, .T. Bryant",51,100,40,93,10,41,10,14,5,38,43,24,11,11,3,3,19,18,-16
"877",".T. Ariza, .P. Tucker, .E. Gordon, .J. Harden, .C. Capela",160,356,118,283,37,134,83,110,41,105,146,71,47,29,16,17,55,78,18
"878",".T. Ariza, .P. Tucker, .E. Gordon, .R. Anderson, .J. Harden",55,119,39,103,19,64,22,26,13,34,47,15,13,6,4,4,33,22,-13
"879",".T. Ariza, .R. Anderson, .I. Canaan, .D. Booker, .D. Ayton",86,186,70,142,19,50,27,34,9,66,75,44,32,9,5,14,30,38,0
"880",".T. Ariza, .R. Anderson, .J. Harden, .P. Beverley, .C. Capela",505,1311,463,933,182,457,203,270,124,331,455,310,141,95,35,55,180,212,194
"881",".T. Ariza, .R. Anderson, .J. Harden, .P. Beverley, .M. Harrell",196,453,161,360,61,172,70,87,47,138,185,98,70,36,16,22,75,80,15
"882",".T. Ariza, .T. Warren, .D. Booker, .M. Bridges, .D. Ayton",73,171,70,141,16,49,15,20,7,51,58,37,16,16,7,6,34,21,4
"883",".T. Booker, .J. Hamilton, .J. Harris, .S. Kilpatrick, .I. Whitehead",62,127,46,104,18,43,17,27,15,45,60,27,24,5,4,6,29,24,-5
"884",".T. Booker, .Q. Acy, .S. Dinwiddie, .S. Kilpatrick, .I. Whitehead",64,153,49,98,19,39,36,41,9,43,52,22,24,9,5,5,28,32,18
"885",".T. Chandler, .E. Bledsoe, .T. Warren, .D. Booker, .M. Chriss",295,662,240,529,43,141,139,175,69,205,274,134,91,63,27,33,143,132,-31
"886",".T. Chandler, .J. Dudley, .E. Bledsoe, .T. Warren, .D. Booker",115,268,101,209,19,55,47,66,22,83,105,49,32,18,5,13,59,48,1
"887",".T. Chandler, .L. James, .B. Ingram, .L. Ball, .K. Kuzma",61,141,56,116,15,36,14,28,14,56,70,31,25,6,9,10,26,27,8
"888",".T. Chandler, .L. James, .L. Ball, .K. Kuzma, .J. Hart",66,155,60,119,16,46,19,34,13,52,65,29,22,11,6,9,24,28,1
"889",".T. Chandler, .P. Tucker, .E. Bledsoe, .B. Knight, .D. Booker",51,123,34,77,7,15,48,56,12,32,44,11,15,6,2,2,21,34,1
"890",".T. Chandler, .P. Tucker, .E. Bledsoe, .D. Booker, .M. Chriss",284,602,226,513,56,157,94,125,79,178,257,112,96,52,20,24,126,127,-34
"891",".T. Chandler, .P. Tucker, .E. Bledsoe, .T. Warren, .D. Booker",157,407,136,300,33,86,102,118,51,97,148,57,44,24,11,25,74,88,25
"892",".T. Chandler, .T. Warren, .D. Booker, .D. Bender, .T. Ulis",86,156,60,135,14,42,22,32,10,57,67,34,35,11,6,6,39,39,-35
"893",".T. Chandler, .T. Warren, .D. Booker, .M. Chriss, .A. James",104,231,91,204,16,48,33,38,27,84,111,54,30,16,17,11,48,40,12
"894",".T. Chandler, .T. Warren, .D. Booker, .M. Chriss, .T. Ulis",155,373,150,289,35,77,38,53,41,109,150,87,56,23,22,10,65,62,14
"895",".T. Chandler, .T. Warren, .M. Chriss, .T. Ulis, .J. Jackson",76,104,43,128,2,29,16,22,12,54,66,24,31,12,8,9,32,26,-59
"896",".T. Daniels, .D. Bender, .M. Chriss, .T. Ulis, .J. Jackson",55,118,47,100,17,41,7,11,9,41,50,22,15,6,5,9,18,11,-10
"897",".T. Evans, .C. Joseph, .B. Bogdanovic, .D. McDermott, .D. Sabonis",116,247,102,218,15,61,28,37,27,83,110,56,36,24,10,12,53,43,8
"898",".T. Evans, .C. Joseph, .D. McDermott, .D. Sabonis, .T. Leaf",113,258,104,227,24,60,26,36,33,81,114,52,33,16,6,17,63,36,10
"899",".T. Evans, .D. Collison, .W. Cauley-Stein, .B. Hield, .S. Labissiere",58,109,40,105,6,24,23,31,10,44,54,20,8,10,3,9,14,21,-6
"900",".T. Gibson, .A. Wiggins, .T. Jones, .K. Towns, .J. Okogie",67,132,51,125,10,27,20,27,19,40,59,32,15,9,6,8,35,32,-33
"901",".T. Gibson, .J. Butler, .A. Wiggins, .T. Jones, .K. Towns",261,613,232,472,42,124,107,139,65,193,258,141,50,54,31,20,76,110,130
"902",".T. Gibson, .J. Butler, .G. Dieng, .A. Wiggins, .T. Jones",52,111,41,94,10,27,19,24,12,44,56,23,13,14,6,5,24,15,22
"903",".T. Gibson, .R. Covington, .A. Wiggins, .T. Jones, .K. Towns",77,188,71,134,15,31,31,43,11,51,62,47,15,17,15,5,27,39,25
"904",".T. Hardaway Jr., .D. Finney-Smith, .M. Kleber, .J. Brunson, .L. Doncic",55,110,41,95,15,53,13,19,9,35,44,25,18,3,3,1,18,26,-15
"905",".T. Hardaway Jr., .D. Powell, .D. Finney-Smith, .J. Brunson, .L. Doncic",62,128,53,119,7,42,15,22,16,43,59,29,17,9,5,4,31,16,-27
"906",".T. Hardaway Jr., .N. Vonleh, .E. Mudiay, .L. Kornet, .K. Knox",108,232,86,195,29,76,31,40,18,75,93,48,32,20,9,10,37,36,-33
"907",".T. Hardaway Jr., .N. Vonleh, .F. Ntilikina, .D. Dotson, .M. Robinson",94,209,80,177,24,73,25,35,25,67,92,35,30,19,12,9,49,36,9
"908",".T. Harris, .J. Butler, .M. Scott, .T. McConnell, .B. Marjanovic",66,160,60,139,14,29,26,29,28,55,83,37,16,9,2,12,21,21,23
"909",".T. Harris, .R. Jackson, .J. Leuer, .A. Drummond, .K. Caldwell-Pope",82,176,70,142,13,38,23,39,15,63,78,36,28,14,6,3,31,33,21
"910",".T. Johnson, .D. Booker, .J. Jackson, .M. Bridges, .D. Ayton",51,108,43,101,7,29,15,20,15,34,49,25,19,11,3,13,21,19,-12
"911",".T. Johnson, .K. Oubre Jr., .D. Booker, .D. Bender, .D. Ayton",77,170,67,155,15,49,21,26,19,57,76,37,21,13,10,7,27,26,-9
"912",".T. Johnson, .K. Oubre Jr., .D. Booker, .J. Jackson, .D. Ayton",69,172,65,137,16,39,26,34,13,48,61,43,14,14,9,10,34,37,11
"913",".T. Johnson, .K. Oubre Jr., .D. Booker, .M. Bridges, .D. Ayton",76,211,64,132,17,45,66,77,18,51,69,33,21,14,4,6,44,48,11
"914",".T. Parker, .D. Lee, .L. Aldridge, .D. Green, .K. Leonard",93,203,68,152,14,37,53,61,23,69,92,37,29,17,10,5,35,47,14
"915",".T. Parker, .L. Aldridge, .D. Green, .K. Leonard, .D. Dedmon",257,499,195,433,28,94,81,103,64,173,237,103,71,47,37,15,84,94,21
"916",".T. Parker, .M. Kidd-Gilchrist, .W. Hernangomez, .M. Monk, .M. Bridges",74,200,76,141,11,36,37,51,15,56,71,45,19,12,8,6,30,34,31
"917",".T. Ross, .E. Fournier, .J. Grant, .J. Isaac, .M. Bamba",57,116,42,95,14,31,18,23,9,35,44,29,18,7,10,7,23,27,-9
"918",".T. Ross, .E. Fournier, .K. Birch, .A. Gordon, .I. Briscoe",91,204,77,174,21,58,29,36,20,72,92,50,15,12,10,4,37,41,14
"919",".T. Ross, .E. Fournier, .M. Carter-Williams, .K. Birch, .A. Gordon",58,150,54,106,17,47,25,30,9,46,55,35,18,13,7,4,29,25,25
"920",".T. Ross, .J. Simmons, .A. Gordon, .J. Grant, .M. Bamba",161,337,131,301,35,116,40,60,45,120,165,75,50,23,29,17,79,64,-16
"921",".T. Ross, .J. Simmons, .J. Grant, .J. Isaac, .M. Bamba",63,114,45,119,13,38,11,15,13,38,51,25,18,8,8,8,33,16,-49
"922",".T. Ross, .J. Simmons, .J. Grant, .J. Martin, .M. Bamba",50,101,36,85,10,30,19,20,6,36,42,24,24,11,7,5,23,21,0
"923",".T. Ross, .K. Birch, .A. Gordon, .W. Iwundu, .I. Briscoe",88,197,71,162,18,62,37,48,13,74,87,38,23,8,11,7,44,40,17
"924",".T. Ross, .M. Carter-Williams, .K. Birch, .A. Gordon, .W. Iwundu",53,123,45,106,18,51,15,22,19,38,57,28,20,9,7,5,22,21,-1
"925",".T. Sefolosha, .P. Millsap, .M. Muscala, .T. Hardaway Jr., .M. Delaney",59,143,52,97,18,32,21,27,7,35,42,32,15,16,4,5,19,26,24
"926",".T. Sefolosha, .R. Rubio, .D. Favors, .J. Ingles, .D. Mitchell",117,262,104,201,33,68,21,28,19,83,102,67,40,22,11,12,44,27,-6
"927",".T. Sefolosha, .R. Rubio, .R. Gobert, .R. O'Neale, .D. Mitchell",53,133,47,93,14,32,25,35,7,58,65,34,16,5,11,6,18,28,41
"928",".T. Thompson, .A. Burks, .J. Clarkson, .C. Osman, .C. Sexton",54,142,53,100,12,32,24,30,11,33,44,24,14,9,1,5,26,26,-8
"929",".T. Thompson, .A. Burks, .R. Hood, .C. Osman, .C. Sexton",73,144,58,132,7,29,21,28,13,53,66,25,16,11,4,11,26,28,-34
"930",".T. Thompson, .R. Hood, .C. Osman, .D. Nwaba, .C. Sexton",57,130,55,110,8,16,12,17,23,31,54,15,13,8,3,5,22,18,12
"931",".T. Thompson, .R. Hood, .L. Nance Jr., .C. Osman, .C. Sexton",95,181,71,161,16,43,23,30,17,58,75,36,31,12,3,10,39,35,-66
"932",".T. Warren, .D. Booker, .M. Bridges, .D. Melton, .D. Ayton",191,441,170,365,43,118,58,71,44,102,146,106,62,51,13,12,90,70,-65
"933",".T. Warren, .J. Jackson, .M. Bridges, .D. Melton, .D. Ayton",55,115,44,99,14,30,13,18,10,37,47,30,13,17,10,7,24,13,0
"934",".T. Young, .C. Joseph, .B. Bogdanovic, .V. Oladipo, .D. Sabonis",89,202,81,156,20,54,20,30,14,57,71,46,30,13,7,14,37,31,-4
"935",".T. Young, .C. Joseph, .B. Bogdanovic, .V. Oladipo, .M. Turner",330,730,271,591,68,181,120,148,75,251,326,135,92,70,35,42,111,135,79
"936",".T. Young, .C. Joseph, .D. McDermott, .D. Sabonis, .A. Holiday",87,202,78,155,16,45,30,35,22,62,84,53,33,24,9,7,42,35,25
"937",".T. Young, .D. Collison, .B. Bogdanovic, .V. Oladipo, .D. Sabonis",499,1158,447,908,95,253,169,209,87,331,418,256,131,111,26,57,161,182,89
"938",".T. Young, .D. Collison, .B. Bogdanovic, .V. Oladipo, .M. Turner",1251,2769,1074,2213,281,666,340,445,201,826,1027,637,353,251,161,140,426,450,88
"939",".T. Young, .D. Collison, .C. Joseph, .B. Bogdanovic, .M. Turner",112,243,93,203,22,66,35,41,20,73,93,61,20,24,9,10,37,46,36
"940",".T. Young, .D. Collison, .L. Stephenson, .B. Bogdanovic, .M. Turner",80,159,59,138,16,44,25,28,10,55,65,40,20,13,8,9,27,24,-12
"941",".T. Young, .D. Collison, .L. Stephenson, .C. Joseph, .D. Sabonis",55,123,48,92,8,21,19,23,15,28,43,30,17,13,6,3,30,16,4
"942",".T. Young, .D. Collison, .W. Matthews, .B. Bogdanovic, .M. Turner",326,722,261,554,82,200,118,148,49,207,256,177,96,55,38,29,121,126,-5
"943",".T. Young, .J. Teague, .P. George, .G. Robinson III, .M. Turner",376,869,324,653,76,185,145,182,51,282,333,202,106,71,54,40,107,162,47
"944",".T. Young, .L. Stephenson, .C. Joseph, .B. Bogdanovic, .D. Sabonis",87,162,66,146,15,41,15,25,16,48,64,39,25,11,3,6,44,34,-39
"945",".T. Young, .L. Stephenson, .C. Joseph, .V. Oladipo, .D. Sabonis",116,257,98,210,18,51,43,55,33,88,121,51,31,24,5,19,48,53,26
"946",".T. Young, .L. Stephenson, .C. Joseph, .V. Oladipo, .M. Turner",82,178,66,142,13,43,33,43,19,53,72,36,23,16,5,7,27,36,6
"947",".T. Young, .T. Evans, .C. Joseph, .D. McDermott, .D. Sabonis",178,438,172,326,32,81,62,85,47,136,183,106,42,29,8,18,72,86,91
"948",".T. Young, .T. Evans, .D. Collison, .B. Bogdanovic, .M. Turner",260,616,238,454,60,134,80,98,39,179,218,160,90,63,37,29,102,104,57
"949",".T. Young, .W. Matthews, .C. Joseph, .B. Bogdanovic, .M. Turner",97,198,78,184,18,53,24,33,22,64,86,46,25,21,12,14,30,33,-25
"950",".V. Carter, .K. Bazemore, .A. Len, .D. Bembry, .J. Adams",52,126,48,105,17,51,13,22,13,36,49,32,14,9,6,4,26,25,9
"951",".V. Carter, .K. Bazemore, .A. Len, .T. Prince, .T. Young",102,222,81,200,32,88,28,41,25,66,91,48,31,17,15,13,47,48,-49
"952",".V. Carter, .M. Conley, .M. Gasol, .J. Green, .J. Ennis III",74,153,48,103,17,49,40,47,11,50,61,31,21,16,8,5,31,38,24
"953",".V. Carter, .T. Allen, .M. Conley, .M. Gasol, .J. Green",166,374,134,280,49,97,57,71,35,112,147,87,39,28,17,20,64,64,47
"954",".V. Carter, .Z. Randolph, .M. Conley, .M. Gasol, .J. Ennis III",54,132,42,102,18,39,30,39,17,36,53,23,15,2,3,4,31,26,4
"955",".V. Carter, .Z. Randolph, .M. Gasol, .J. Ennis III, .A. Harrison",65,131,46,104,11,32,28,35,12,39,51,26,12,9,6,7,16,29,10
"956",".V. Carter, .Z. Randolph, .T. Allen, .M. Conley, .M. Gasol",71,157,59,133,11,42,28,34,25,43,68,36,18,14,7,7,29,30,19
"957",".W. Barton, .G. Harris, .N. Jokic, .T. Lyles, .J. Murray",82,193,63,144,19,59,48,57,13,61,74,48,25,10,11,7,34,42,19
"958",".W. Barton, .M. Plumlee, .G. Harris, .N. Jokic, .J. Murray",87,213,79,147,16,47,39,50,11,61,72,57,19,13,6,8,42,39,28
"959",".W. Barton, .M. Plumlee, .G. Harris, .T. Lyles, .J. Murray",55,120,41,91,13,34,25,36,13,39,52,25,26,11,8,6,27,26,13
"960",".W. Barton, .M. Plumlee, .N. Jokic, .M. Beasley, .J. Murray",71,168,69,138,15,40,15,16,16,50,66,46,24,8,7,5,18,31,-8
"961",".W. Chandler, .D. Gallinari, .G. Harris, .N. Jokic, .E. Mudiay",207,514,195,366,53,134,71,89,33,144,177,138,56,31,7,15,78,74,18
"962",".W. Chandler, .D. Gallinari, .G. Harris, .N. Jokic, .J. Murray",69,175,63,121,17,48,32,36,11,48,59,37,15,13,2,6,19,34,32
"963",".W. Chandler, .D. Gallinari, .W. Barton, .J. Nurkic, .E. Mudiay",71,146,53,129,8,26,32,46,22,55,77,19,23,6,11,14,30,37,-17
"964",".W. Chandler, .G. Harris, .N. Jokic, .T. Lyles, .J. Murray",69,154,58,120,16,43,22,27,18,46,64,39,25,11,7,10,32,27,14
"965",".W. Chandler, .J. Butler, .M. Muscala, .B. Simmons, .L. Shamet",68,163,59,125,22,51,23,31,18,57,75,44,21,9,4,5,31,27,22
"966",".W. Chandler, .M. Plumlee, .G. Harris, .N. Jokic, .J. Murray",182,400,155,320,34,99,56,66,41,133,174,96,60,27,22,15,55,74,19
"967",".W. Chandler, .W. Barton, .G. Harris, .N. Jokic, .J. Murray",298,754,285,563,94,226,90,112,71,183,254,181,94,52,21,29,108,121,42
"968",".W. Chandler, .W. Barton, .M. Plumlee, .G. Harris, .J. Murray",78,186,75,139,18,42,18,25,11,53,64,41,21,14,9,6,26,27,12
"969",".W. Ellington, .K. Olynyk, .J. Winslow, .J. Richardson, .B. Adebayo",144,315,119,256,40,103,37,47,29,113,142,88,39,25,18,12,61,55,59
"970",".W. Ellington, .K. Olynyk, .T. Johnson, .J. Winslow, .J. Richardson",58,123,44,108,20,52,15,18,11,47,58,27,17,11,7,8,26,25,13
"971",".W. Ellington, .R. Jackson, .A. Drummond, .T. Maker, .B. Brown",60,134,52,108,17,43,13,17,10,46,56,34,20,10,9,11,24,16,17
"972",".W. Matthews, .H. Barnes, .D. Powell, .Y. Ferrell, .D. Smith Jr.",127,294,102,213,35,92,55,67,16,85,101,56,32,31,8,13,59,61,18
"973",".W. Matthews, .H. Barnes, .S. Mejri, .D. Smith Jr., .M. Kleber",56,126,49,106,18,42,10,17,10,43,53,27,16,11,11,10,25,15,8
"974",".W. Matthews, .H. Barnes, .S. Mejri, .Y. Ferrell, .D. Smith Jr.",185,396,144,320,41,118,67,83,30,132,162,66,42,24,18,14,84,82,-15
"975",".W. Matthews, .H. Barnes, .S. Mejri, .Y. Ferrell, .M. Kleber",64,128,51,117,15,41,11,17,18,44,62,28,10,9,6,4,23,22,17
"976",".W. Matthews, .H. Barnes, .Y. Ferrell, .D. Smith Jr., .M. Kleber",66,132,49,130,16,50,18,25,12,47,59,19,15,10,9,11,34,27,-32
